"Study","Disorder","Analysis","Fold","Repeat","Balanced Accuracy","group_var"
"ABIDE","ASD","SPI",10,9,50.3,"cov_EmpiricalCovariance"
"ABIDE","ASD","SPI",10,10,56,"cov_EmpiricalCovariance"
"ABIDE","ASD","SPI",10,11,56.2,"cov_EmpiricalCovariance"
"ABIDE","ASD","SPI",11,2,64.5,"cov_EmpiricalCovariance"
"ABIDE","ASD","SPI",11,3,61.2,"cov_EmpiricalCovariance"
"ABIDE","ASD","SPI",11,4,67.2,"cov_EmpiricalCovariance"
"ABIDE","ASD","SPI",11,5,54.7,"cov_EmpiricalCovariance"
"ABIDE","ASD","SPI",11,6,62.2,"cov_EmpiricalCovariance"
"ABIDE","ASD","SPI",11,7,58.3,"cov_EmpiricalCovariance"
"ABIDE","ASD","SPI",11,8,60,"cov_EmpiricalCovariance"
"ABIDE","ASD","SPI",11,9,57.8,"cov_EmpiricalCovariance"
"ABIDE","ASD","SPI",11,10,57.7,"cov_EmpiricalCovariance"
"ABIDE","ASD","SPI",11,11,54.7,"cov_EmpiricalCovariance"
"UCLA_CNP","BP","SPI",2,2,67.5,"dtw_constraint-itakura"
"UCLA_CNP","BP","SPI",2,3,61.7,"dtw_constraint-itakura"
"UCLA_CNP","BP","SPI",2,4,59.2,"dtw_constraint-itakura"
"UCLA_CNP","BP","SPI",2,5,63.3,"dtw_constraint-itakura"
"UCLA_CNP","BP","SPI",2,6,80,"dtw_constraint-itakura"
"UCLA_CNP","BP","SPI",2,7,57.5,"dtw_constraint-itakura"
"UCLA_CNP","BP","SPI",2,8,55.8,"dtw_constraint-itakura"
"UCLA_CNP","BP","SPI",2,9,45,"dtw_constraint-itakura"
"UCLA_CNP","BP","SPI",2,10,47.5,"dtw_constraint-itakura"
"UCLA_CNP","BP","SPI",2,11,67.5,"dtw_constraint-itakura"
"UCLA_CNP","BP","SPI",3,2,51.7,"dtw_constraint-itakura"
"UCLA_CNP","BP","SPI",3,3,51.7,"dtw_constraint-itakura"
"UCLA_CNP","BP","SPI",3,4,51.7,"dtw_constraint-itakura"
"UCLA_CNP","BP","SPI",3,5,57.5,"dtw_constraint-itakura"
"UCLA_CNP","BP","SPI",3,6,51.7,"dtw_constraint-itakura"
"UCLA_CNP","BP","SPI",3,7,43.3,"dtw_constraint-itakura"
"UCLA_CNP","BP","SPI",3,8,47.5,"dtw_constraint-itakura"
"UCLA_CNP","BP","SPI",3,9,57.5,"dtw_constraint-itakura"
"UCLA_CNP","BP","SPI",3,10,49.2,"dtw_constraint-itakura"
"UCLA_CNP","BP","SPI",3,11,57.5,"dtw_constraint-itakura"
"UCLA_CNP","BP","SPI",4,2,57.5,"dtw_constraint-itakura"
"UCLA_CNP","BP","SPI",4,3,70,"dtw_constraint-itakura"
"UCLA_CNP","BP","SPI",4,4,71.7,"dtw_constraint-itakura"
"UCLA_CNP","BP","SPI",4,5,57.5,"dtw_constraint-itakura"
"UCLA_CNP","BP","SPI",4,6,45.8,"dtw_constraint-itakura"
"UCLA_CNP","BP","SPI",4,7,43.3,"dtw_constraint-itakura"
"UCLA_CNP","BP","SPI",4,8,43.3,"dtw_constraint-itakura"
"UCLA_CNP","BP","SPI",4,9,61.7,"dtw_constraint-itakura"
"UCLA_CNP","BP","SPI",4,10,51.7,"dtw_constraint-itakura"
"UCLA_CNP","BP","SPI",4,11,47.5,"dtw_constraint-itakura"
"UCLA_CNP","BP","SPI",5,2,61.7,"dtw_constraint-itakura"
"UCLA_CNP","BP","SPI",5,3,67.5,"dtw_constraint-itakura"
"UCLA_CNP","BP","SPI",5,4,61.7,"dtw_constraint-itakura"
"UCLA_CNP","BP","SPI",5,5,60,"dtw_constraint-itakura"
"UCLA_CNP","BP","SPI",5,6,71.7,"dtw_constraint-itakura"
"UCLA_CNP","BP","SPI",5,7,47.5,"dtw_constraint-itakura"
"UCLA_CNP","BP","SPI",5,8,57.5,"dtw_constraint-itakura"
"UCLA_CNP","BP","SPI",5,9,47.5,"dtw_constraint-itakura"
"UCLA_CNP","BP","SPI",5,10,43.3,"dtw_constraint-itakura"
"UCLA_CNP","BP","SPI",5,11,45,"dtw_constraint-itakura"
"UCLA_CNP","BP","SPI",6,2,63.3,"dtw_constraint-itakura"
"UCLA_CNP","BP","SPI",6,3,47.5,"dtw_constraint-itakura"
"UCLA_CNP","BP","SPI",6,4,61.7,"dtw_constraint-itakura"
"UCLA_CNP","BP","SPI",6,5,55,"dtw_constraint-itakura"
"UCLA_CNP","BP","SPI",6,6,37.5,"dtw_constraint-itakura"
"UCLA_CNP","BP","SPI",6,7,39.2,"psi_wavelet_mean_fs-1_fmin-0_fmax-0-5_mean"
"UCLA_CNP","BP","SPI",6,8,65.8,"dtw_constraint-itakura"
"UCLA_CNP","BP","SPI",6,9,61.7,"dtw_constraint-itakura"
"UCLA_CNP","BP","SPI",6,10,63.3,"dtw_constraint-itakura"
"UCLA_CNP","BP","SPI",6,11,75.8,"dtw_constraint-itakura"
"UCLA_CNP","BP","SPI",7,2,37.5,"dtw_constraint-itakura"
"UCLA_CNP","BP","SPI",7,3,62.5,"dtw_constraint-itakura"
"UCLA_CNP","BP","SPI",7,4,50,"dtw_constraint-itakura"
"UCLA_CNP","BP","SPI",7,5,66.7,"dtw_constraint-itakura"
"UCLA_CNP","BP","SPI",7,6,62.5,"dtw_constraint-itakura"
"UCLA_CNP","BP","SPI",7,7,58.3,"dtw_constraint-itakura"
"UCLA_CNP","BP","SPI",7,8,45.8,"dtw_constraint-itakura"
"UCLA_CNP","BP","SPI",7,9,41.7,"dtw_constraint-itakura"
"UCLA_CNP","BP","SPI",7,10,58.3,"dtw_constraint-itakura"
"UCLA_CNP","BP","SPI",7,11,70.8,"coint_aeg_tstat_trend-ct_autolag-aic_maxlag-10"
"UCLA_CNP","BP","SPI",8,2,46.4,"dtw_constraint-itakura"
"UCLA_CNP","BP","SPI",8,3,56.4,"dtw_constraint-itakura"
"UCLA_CNP","BP","SPI",8,4,50.9,"dtw_constraint-itakura"
"UCLA_CNP","BP","SPI",8,5,65.5,"dtw_constraint-itakura"
"UCLA_CNP","BP","SPI",8,6,70.9,"dtw_constraint-itakura"
"UCLA_CNP","BP","SPI",8,7,56.4,"dtw_constraint-itakura"
"UCLA_CNP","BP","SPI",8,8,52.7,"dtw_constraint-itakura"
"UCLA_CNP","BP","SPI",8,9,37.3,"dtw_constraint-itakura"
"UCLA_CNP","BP","SPI",8,10,60,"dtw_constraint-itakura"
"UCLA_CNP","BP","SPI",8,11,70,"dtw_constraint-itakura"
"UCLA_CNP","BP","SPI",9,2,70.9,"dtw_constraint-itakura"
"UCLA_CNP","BP","SPI",9,3,60.9,"dtw_constraint-itakura"
"UCLA_CNP","BP","SPI",9,4,60.9,"dtw_constraint-itakura"
"UCLA_CNP","BP","SPI",9,5,60.9,"dtw_constraint-itakura"
"UCLA_CNP","BP","SPI",9,6,36.4,"dtw_constraint-itakura"
"UCLA_CNP","BP","SPI",9,7,65.5,"dtw_constraint-itakura"
"UCLA_CNP","BP","SPI",9,8,61.8,"dtw_constraint-itakura"
"UCLA_CNP","BP","SPI",9,9,40.9,"dtw_constraint-itakura"
"UCLA_CNP","BP","SPI",9,10,46.4,"dtw_constraint-itakura"
"UCLA_CNP","BP","SPI",9,11,60.9,"dtw_constraint-itakura"
"UCLA_CNP","BP","SPI",10,2,50.9,"dtw_constraint-itakura"
"UCLA_CNP","BP","SPI",10,3,60.9,"dtw_constraint-itakura"
"UCLA_CNP","BP","SPI",10,4,65.5,"dtw_constraint-itakura"
"UCLA_CNP","BP","SPI",10,5,56.4,"dtw_constraint-itakura"
"UCLA_CNP","BP","SPI",10,6,51.8,"dtw_constraint-itakura"
"UCLA_CNP","BP","SPI",10,7,56.4,"dtw_constraint-itakura"
"UCLA_CNP","BP","SPI",10,8,66.4,"dtw_constraint-itakura"
"UCLA_CNP","BP","SPI",10,9,80.9,"dtw_constraint-itakura"
"UCLA_CNP","BP","SPI",10,10,37.3,"dtw_constraint-itakura"
"UCLA_CNP","BP","SPI",10,11,60.9,"dtw_constraint-itakura"
"UCLA_CNP","BP","SPI",11,2,50.9,"dtw_constraint-itakura"
"UCLA_CNP","BP","SPI",11,3,60.9,"dtw_constraint-itakura"
"UCLA_CNP","BP","SPI",11,4,65.5,"dtw_constraint-itakura"
"UCLA_CNP","BP","SPI",11,5,46.4,"dtw_constraint-itakura"
"UCLA_CNP","BP","SPI",11,6,56.4,"dtw_constraint-itakura"
"UCLA_CNP","BP","SPI",11,7,60.9,"dtw_constraint-itakura"
"UCLA_CNP","BP","SPI",11,8,36.4,"dtw_constraint-itakura"
"UCLA_CNP","BP","SPI",11,9,51.8,"dtw_constraint-itakura"
"UCLA_CNP","BP","SPI",11,10,70.9,"dtw_constraint-itakura"
"UCLA_CNP","BP","SPI",11,11,55.5,"dtw_constraint-itakura"
"UCLA_CNP","SCZ","SPI",2,2,65.8,"cov_EmpiricalCovariance"
"UCLA_CNP","SCZ","SPI",2,3,70,"cohmag_multitaper_mean_fs-1_fmin-0_fmax-0-5"
"UCLA_CNP","SCZ","SPI",2,4,51.7,"cov_EmpiricalCovariance"
"UCLA_CNP","SCZ","SPI",2,5,65.8,"cov_EmpiricalCovariance"
"UCLA_CNP","SCZ","SPI",2,6,63.3,"cov_EmpiricalCovariance"
"UCLA_CNP","SCZ","SPI",2,7,70,"cohmag_multitaper_mean_fs-1_fmin-0_fmax-0-5"
"UCLA_CNP","SCZ","SPI",2,8,70,"cohmag_multitaper_mean_fs-1_fmin-0_fmax-0-5"
"UCLA_CNP","SCZ","SPI",2,9,51.7,"coint_aeg_tstat_trend-ct_autolag-aic_maxlag-10"
"UCLA_CNP","SCZ","SPI",2,10,90,"cov_EmpiricalCovariance"
"UCLA_CNP","SCZ","SPI",2,11,65.8,"di_gaussian"
"UCLA_CNP","SCZ","SPI",3,2,70,"cohmag_multitaper_mean_fs-1_fmin-0_fmax-0-5"
"UCLA_CNP","SCZ","SPI",3,3,71.7,"cohmag_multitaper_mean_fs-1_fmin-0_fmax-0-5"
"UCLA_CNP","SCZ","SPI",3,4,71.7,"cov_EmpiricalCovariance"
"UCLA_CNP","SCZ","SPI",3,5,55.8,"cov_EmpiricalCovariance"
"UCLA_CNP","SCZ","SPI",3,6,51.7,"dtw_constraint-itakura"
"UCLA_CNP","SCZ","SPI",3,7,55.8,"cov_EmpiricalCovariance"
"UCLA_CNP","SCZ","SPI",3,8,70,"cohmag_multitaper_mean_fs-1_fmin-0_fmax-0-5"
"UCLA_CNP","SCZ","SPI",3,9,55.8,"dtw_constraint-itakura"
"UCLA_CNP","SCZ","SPI",3,10,50,"cohmag_multitaper_mean_fs-1_fmin-0_fmax-0-5"
"UCLA_CNP","SCZ","SPI",3,11,75.8,"cov_EmpiricalCovariance"
"UCLA_CNP","SCZ","SPI",4,2,71.7,"cohmag_multitaper_mean_fs-1_fmin-0_fmax-0-5"
"UCLA_CNP","SCZ","SPI",4,3,50,"cohmag_multitaper_mean_fs-1_fmin-0_fmax-0-5"
"UCLA_CNP","SCZ","SPI",4,4,75.8,"cov_EmpiricalCovariance"
"UCLA_CNP","SCZ","SPI",4,5,75.8,"cohmag_multitaper_mean_fs-1_fmin-0_fmax-0-5"
"UCLA_CNP","SCZ","SPI",4,6,71.7,"cov_EmpiricalCovariance"
"UCLA_CNP","SCZ","SPI",4,7,55,"dtw_constraint-itakura"
"UCLA_CNP","SCZ","SPI",4,8,50,"cohmag_multitaper_mean_fs-1_fmin-0_fmax-0-5"
"UCLA_CNP","SCZ","SPI",4,9,41.7,"cov_EmpiricalCovariance"
"UCLA_CNP","SCZ","SPI",4,10,63.3,"cov_EmpiricalCovariance"
"UCLA_CNP","SCZ","SPI",4,11,50,"cohmag_multitaper_mean_fs-1_fmin-0_fmax-0-5"
"UCLA_CNP","SCZ","SPI",5,2,85.8,"cov_EmpiricalCovariance"
"UCLA_CNP","SCZ","SPI",5,3,53.3,"cov_EmpiricalCovariance"
"UCLA_CNP","SCZ","SPI",5,4,67.5,"cov_EmpiricalCovariance"
"UCLA_CNP","SCZ","SPI",5,5,75.8,"cov_EmpiricalCovariance"
"UCLA_CNP","SCZ","SPI",5,6,65.8,"cohmag_multitaper_mean_fs-1_fmin-0_fmax-0-5"
"UCLA_CNP","SCZ","SPI",5,7,63.3,"cov_EmpiricalCovariance"
"UCLA_CNP","SCZ","SPI",5,8,61.7,"cov_EmpiricalCovariance"
"UCLA_CNP","SCZ","SPI",5,9,51.7,"dtw_constraint-itakura"
"UCLA_CNP","SCZ","SPI",5,10,61.7,"cov_EmpiricalCovariance"
"UCLA_CNP","SCZ","SPI",5,11,49.2,"cov_EmpiricalCovariance"
"UCLA_CNP","SCZ","SPI",6,2,79.2,"cov_EmpiricalCovariance"
"UCLA_CNP","SCZ","SPI",6,3,75,"cov_EmpiricalCovariance"
"UCLA_CNP","SCZ","SPI",6,4,95.8,"cov_EmpiricalCovariance"
"UCLA_CNP","SCZ","SPI",6,5,66.7,"cov_EmpiricalCovariance"
"UCLA_CNP","SCZ","SPI",6,6,70.8,"cov_EmpiricalCovariance"
"UCLA_CNP","SCZ","SPI",6,7,45.8,"cohmag_multitaper_mean_fs-1_fmin-0_fmax-0-5"
"UCLA_CNP","SCZ","SPI",6,8,50,"dtw_constraint-itakura"
"UCLA_CNP","SCZ","SPI",6,9,62.5,"di_gaussian"
"UCLA_CNP","SCZ","SPI",6,10,54.2,"cohmag_multitaper_mean_fs-1_fmin-0_fmax-0-5"
"UCLA_CNP","SCZ","SPI",6,11,58.3,"dtw_constraint-itakura"
"UCLA_CNP","SCZ","SPI",7,2,62.5,"dtw_constraint-itakura"
"UCLA_CNP","SCZ","SPI",7,3,70.8,"dtw_constraint-itakura"
"UCLA_CNP","SCZ","SPI",7,4,58.3,"dtw_constraint-itakura"
"UCLA_CNP","SCZ","SPI",7,5,45.8,"cohmag_multitaper_mean_fs-1_fmin-0_fmax-0-5"
"UCLA_CNP","SCZ","SPI",7,6,83.3,"cov_EmpiricalCovariance"
"UCLA_CNP","SCZ","SPI",7,7,83.3,"dtw_constraint-itakura"
"UCLA_CNP","SCZ","SPI",7,8,58.3,"dtw_constraint-itakura"
"UCLA_CNP","SCZ","SPI",7,9,87.5,"cov_EmpiricalCovariance"
"UCLA_CNP","SCZ","SPI",7,10,79.2,"cov_EmpiricalCovariance"
"UCLA_CNP","SCZ","SPI",7,11,91.7,"cov_EmpiricalCovariance"
"UCLA_CNP","SCZ","SPI",8,2,76.4,"dtw_constraint-itakura"
"UCLA_CNP","SCZ","SPI",8,3,81.8,"cov_EmpiricalCovariance"
"UCLA_CNP","SCZ","SPI",8,4,70.9,"cohmag_multitaper_mean_fs-1_fmin-0_fmax-0-5"
"UCLA_CNP","SCZ","SPI",8,5,66.4,"cov_EmpiricalCovariance"
"UCLA_CNP","SCZ","SPI",8,6,60,"cov_EmpiricalCovariance"
"UCLA_CNP","SCZ","SPI",8,7,60.9,"cohmag_multitaper_mean_fs-1_fmin-0_fmax-0-5"
"UCLA_CNP","SCZ","SPI",8,8,75.5,"cov_EmpiricalCovariance"
"UCLA_CNP","SCZ","SPI",8,9,80,"cohmag_multitaper_mean_fs-1_fmin-0_fmax-0-5"
"UCLA_CNP","SCZ","SPI",8,10,70,"cohmag_multitaper_mean_fs-1_fmin-0_fmax-0-5"
"UCLA_CNP","SCZ","SPI",8,11,60,"cohmag_multitaper_mean_fs-1_fmin-0_fmax-0-5"
"UCLA_CNP","SCZ","SPI",9,2,85.5,"di_gaussian"
"UCLA_CNP","SCZ","SPI",9,3,75.5,"dtw_constraint-itakura"
"UCLA_CNP","SCZ","SPI",9,4,55.5,"cohmag_multitaper_mean_fs-1_fmin-0_fmax-0-5"
"UCLA_CNP","SCZ","SPI",9,5,41.8,"dtw_constraint-itakura"
"UCLA_CNP","SCZ","SPI",9,6,56.4,"dtw_constraint-itakura"
"UCLA_CNP","SCZ","SPI",9,7,50.9,"cohmag_multitaper_mean_fs-1_fmin-0_fmax-0-5"
"UCLA_CNP","SCZ","SPI",9,8,70,"cohmag_multitaper_mean_fs-1_fmin-0_fmax-0-5"
"UCLA_CNP","SCZ","SPI",9,9,70.9,"dtw_constraint-itakura"
"UCLA_CNP","SCZ","SPI",9,10,65.5,"cov_EmpiricalCovariance"
"UCLA_CNP","SCZ","SPI",9,11,40.9,"cohmag_multitaper_mean_fs-1_fmin-0_fmax-0-5"
"UCLA_CNP","SCZ","SPI",10,2,50.9,"cov_EmpiricalCovariance"
"UCLA_CNP","SCZ","SPI",10,3,60,"cov_EmpiricalCovariance"
"UCLA_CNP","SCZ","SPI",10,4,60.9,"dtw_constraint-itakura"
"UCLA_CNP","SCZ","SPI",10,5,50.9,"dtw_constraint-itakura"
"UCLA_CNP","SCZ","SPI",10,6,60.9,"cov_EmpiricalCovariance"
"UCLA_CNP","SCZ","SPI",10,7,75.5,"dtw_constraint-itakura"
"UCLA_CNP","SCZ","SPI",10,8,60.9,"cohmag_multitaper_mean_fs-1_fmin-0_fmax-0-5"
"UCLA_CNP","SCZ","SPI",10,9,76.4,"cov_EmpiricalCovariance"
"UCLA_CNP","SCZ","SPI",10,10,70.9,"cov_EmpiricalCovariance"
"UCLA_CNP","SCZ","SPI",10,11,55.5,"cohmag_multitaper_mean_fs-1_fmin-0_fmax-0-5"
"UCLA_CNP","SCZ","SPI",11,2,65.5,"cohmag_multitaper_mean_fs-1_fmin-0_fmax-0-5"
"UCLA_CNP","SCZ","SPI",11,3,95.5,"cov_EmpiricalCovariance"
"UCLA_CNP","SCZ","SPI",11,4,60,"cohmag_multitaper_mean_fs-1_fmin-0_fmax-0-5"
"UCLA_CNP","SCZ","SPI",11,5,71.8,"dtw_constraint-itakura"
"UCLA_CNP","SCZ","SPI",11,6,75.5,"cohmag_multitaper_mean_fs-1_fmin-0_fmax-0-5"
"UCLA_CNP","SCZ","SPI",11,7,45.5,"cohmag_multitaper_mean_fs-1_fmin-0_fmax-0-5"
"UCLA_CNP","SCZ","SPI",11,8,66.4,"cov_EmpiricalCovariance"
"UCLA_CNP","SCZ","SPI",11,9,51.8,"cov_EmpiricalCovariance"
"UCLA_CNP","SCZ","SPI",11,10,56.4,"dtw_constraint-itakura"
"UCLA_CNP","SCZ","SPI",11,11,75.5,"cov_EmpiricalCovariance"
"UCLA_CNP","ADHD","SPI_Combo",2,2,70.8,"coint_aeg_tstat_trend-ct_autolag-aic_maxlag-10"
"UCLA_CNP","ADHD","SPI_Combo",2,3,54.2,"coint_aeg_tstat_trend-ct_autolag-aic_maxlag-10"
"UCLA_CNP","ADHD","SPI_Combo",2,4,45.8,"coint_aeg_tstat_trend-ct_autolag-aic_maxlag-10"
"UCLA_CNP","ADHD","SPI_Combo",2,5,45.8,"bary_dtw_mean"
"UCLA_CNP","ADHD","SPI_Combo",2,6,54.2,"coint_aeg_tstat_trend-ct_autolag-aic_maxlag-10"
"UCLA_CNP","ADHD","SPI_Combo",2,7,45.8,"coint_aeg_tstat_trend-ct_autolag-aic_maxlag-10"
"UCLA_CNP","ADHD","SPI_Combo",2,8,62.5,"bary_dtw_mean"
"UCLA_CNP","ADHD","SPI_Combo",2,9,37.5,"coint_aeg_tstat_trend-ct_autolag-aic_maxlag-10"
"UCLA_CNP","ADHD","SPI_Combo",2,10,50,"bary_dtw_mean"
"UCLA_CNP","ADHD","SPI_Combo",2,11,45.8,"coint_aeg_tstat_trend-ct_autolag-aic_maxlag-10"
"UCLA_CNP","ADHD","SPI_Combo",3,2,45.8,"bary_dtw_mean"
"UCLA_CNP","ADHD","SPI_Combo",3,3,50,"coint_aeg_tstat_trend-ct_autolag-aic_maxlag-10"
"UCLA_CNP","ADHD","SPI_Combo",3,4,58.3,"psi_multitaper_mean_fs-1_fmin-0_fmax-0-5"
"UCLA_CNP","ADHD","SPI_Combo",3,5,50,"bary_dtw_mean"
"UCLA_CNP","ADHD","SPI_Combo",3,6,50,"bary_dtw_mean"
"UCLA_CNP","ADHD","SPI_Combo",3,7,54.2,"coint_aeg_tstat_trend-ct_autolag-aic_maxlag-10"
"UCLA_CNP","ADHD","SPI_Combo",3,8,58.3,"psi_multitaper_mean_fs-1_fmin-0_fmax-0-5"
"UCLA_CNP","ADHD","SPI_Combo",3,9,45.8,"bary_dtw_mean"
"UCLA_CNP","ADHD","SPI_Combo",3,10,58.3,"coint_aeg_tstat_trend-ct_autolag-aic_maxlag-10"
"UCLA_CNP","ADHD","SPI_Combo",3,11,50,"pli_multitaper_max_fs-1_fmin-0_fmax-0-5"
"UCLA_CNP","ADHD","SPI_Combo",4,2,58.3,"coint_aeg_tstat_trend-ct_autolag-aic_maxlag-10"
"UCLA_CNP","ADHD","SPI_Combo",4,3,45.8,"coint_aeg_tstat_trend-ct_autolag-aic_maxlag-10"
"UCLA_CNP","ADHD","SPI_Combo",4,4,50,"pli_multitaper_max_fs-1_fmin-0_fmax-0-5"
"UCLA_CNP","ADHD","SPI_Combo",4,5,50,"bary_dtw_mean"
"UCLA_CNP","ADHD","SPI_Combo",4,6,50,"cohmag_multitaper_mean_fs-1_fmin-0_fmax-0-5"
"UCLA_CNP","ADHD","SPI_Combo",4,7,50,"bary_dtw_mean"
"UCLA_CNP","ADHD","SPI_Combo",4,8,50,"pli_multitaper_max_fs-1_fmin-0_fmax-0-5"
"UCLA_CNP","ADHD","SPI_Combo",4,9,50,"anm"
"UCLA_CNP","ADHD","SPI_Combo",4,10,45.8,"coint_aeg_tstat_trend-ct_autolag-aic_maxlag-10"
"UCLA_CNP","ADHD","SPI_Combo",4,11,41.7,"bary_dtw_mean"
"UCLA_CNP","ADHD","SPI_Combo",5,2,41.7,"coint_aeg_tstat_trend-ct_autolag-aic_maxlag-10"
"UCLA_CNP","ADHD","SPI_Combo",5,3,50,"bary_dtw_mean"
"UCLA_CNP","ADHD","SPI_Combo",5,4,54.2,"coint_aeg_tstat_trend-ct_autolag-aic_maxlag-10"
"UCLA_CNP","ADHD","SPI_Combo",5,5,50,"psi_multitaper_mean_fs-1_fmin-0_fmax-0-5"
"UCLA_CNP","ADHD","SPI_Combo",5,6,50,"coint_aeg_tstat_trend-ct_autolag-aic_maxlag-10"
"UCLA_CNP","ADHD","SPI_Combo",5,7,50,"bary_dtw_mean"
"UCLA_CNP","ADHD","SPI_Combo",5,8,41.7,"bary_dtw_mean"
"UCLA_CNP","ADHD","SPI_Combo",5,9,50,"coint_aeg_tstat_trend-ct_autolag-aic_maxlag-10"
"UCLA_CNP","ADHD","SPI_Combo",5,10,45.8,"coint_aeg_tstat_trend-ct_autolag-aic_maxlag-10"
"UCLA_CNP","ADHD","SPI_Combo",5,11,50,"bary_dtw_mean"
"UCLA_CNP","ADHD","SPI_Combo",6,2,50,"coint_aeg_tstat_trend-ct_autolag-aic_maxlag-10"
"UCLA_CNP","ADHD","SPI_Combo",6,3,50,"bary_dtw_mean"
"UCLA_CNP","ADHD","SPI_Combo",6,4,50,"anm"
"UCLA_CNP","ADHD","SPI_Combo",6,5,58.3,"coint_aeg_tstat_trend-ct_autolag-aic_maxlag-10"
"UCLA_CNP","ADHD","SPI_Combo",6,6,50,"bary_dtw_mean"
"UCLA_CNP","ADHD","SPI_Combo",6,7,58.3,"coint_aeg_tstat_trend-ct_autolag-aic_maxlag-10"
"UCLA_CNP","ADHD","SPI_Combo",6,8,50,"bary_dtw_mean"
"UCLA_CNP","ADHD","SPI_Combo",6,9,50,"psi_multitaper_mean_fs-1_fmin-0_fmax-0-5"
"UCLA_CNP","ADHD","SPI_Combo",6,10,41.7,"coint_aeg_tstat_trend-ct_autolag-aic_maxlag-10"
"UCLA_CNP","ADHD","SPI_Combo",6,11,50,"bary_dtw_mean"
"UCLA_CNP","ADHD","SPI_Combo",7,2,37.5,"psi_multitaper_mean_fs-1_fmin-0_fmax-0-5"
"UCLA_CNP","ADHD","SPI_Combo",7,3,50,"pli_multitaper_max_fs-1_fmin-0_fmax-0-5"
"UCLA_CNP","ADHD","SPI_Combo",7,4,62.5,"coint_aeg_tstat_trend-ct_autolag-aic_maxlag-10"
"UCLA_CNP","ADHD","SPI_Combo",7,5,41.7,"coint_aeg_tstat_trend-ct_autolag-aic_maxlag-10"
"UCLA_CNP","ADHD","SPI_Combo",7,6,50,"pli_multitaper_max_fs-1_fmin-0_fmax-0-5"
"UCLA_CNP","ADHD","SPI_Combo",7,7,50,"bary_dtw_mean"
"UCLA_CNP","ADHD","SPI_Combo",7,8,50,"pli_multitaper_max_fs-1_fmin-0_fmax-0-5"
"UCLA_CNP","ADHD","SPI_Combo",7,9,41.7,"dtw_constraint-itakura"
"UCLA_CNP","ADHD","SPI_Combo",7,10,50,"coint_aeg_tstat_trend-ct_autolag-aic_maxlag-10"
"UCLA_CNP","ADHD","SPI_Combo",7,11,37.5,"coint_aeg_tstat_trend-ct_autolag-aic_maxlag-10"
"UCLA_CNP","ADHD","SPI_Combo",8,2,50,"bary_dtw_mean"
"UCLA_CNP","ADHD","SPI_Combo",8,3,62.5,"coint_aeg_tstat_trend-ct_autolag-aic_maxlag-10"
"UCLA_CNP","ADHD","SPI_Combo",8,4,31.8,"coint_aeg_tstat_trend-ct_autolag-aic_maxlag-10"
"UCLA_CNP","ADHD","SPI_Combo",8,5,40.9,"coint_aeg_tstat_trend-ct_autolag-aic_maxlag-10"
"UCLA_CNP","ADHD","SPI_Combo",8,6,45.5,"bary_dtw_mean"
"UCLA_CNP","ADHD","SPI_Combo",8,7,45.5,"phi_star_t-1_norm-0"
"UCLA_CNP","ADHD","SPI_Combo",8,8,50,"bary_dtw_mean"
"UCLA_CNP","ADHD","SPI_Combo",8,9,62.5,"coint_aeg_tstat_trend-ct_autolag-aic_maxlag-10"
"UCLA_CNP","ADHD","SPI_Combo",8,10,45.5,"pec"
"UCLA_CNP","ADHD","SPI_Combo",8,11,62.5,"bary_dtw_mean"
"UCLA_CNP","ADHD","SPI_Combo",9,2,40.9,"coint_aeg_tstat_trend-ct_autolag-aic_maxlag-10"
"UCLA_CNP","ADHD","SPI_Combo",9,3,48.9,"coint_aeg_tstat_trend-ct_autolag-aic_maxlag-10"
"UCLA_CNP","ADHD","SPI_Combo",9,4,50,"bary_dtw_mean"
"UCLA_CNP","ADHD","SPI_Combo",9,5,47.7,"bary_dtw_mean psi_multitaper_mean_fs-1_fmin-0_fmax-0-5"
"UCLA_CNP","ADHD","SPI_Combo",9,6,62.5,"dtw_constraint-itakura"
"UCLA_CNP","ADHD","SPI_Combo",9,7,75,"psi_multitaper_mean_fs-1_fmin-0_fmax-0-5"
"UCLA_CNP","ADHD","SPI_Combo",9,8,50,"bary_dtw_mean"
"UCLA_CNP","ADHD","SPI_Combo",9,9,50,"bary_dtw_mean"
"UCLA_CNP","ADHD","SPI_Combo",9,10,45.5,"psi_multitaper_mean_fs-1_fmin-0_fmax-0-5"
"UCLA_CNP","ADHD","SPI_Combo",9,11,45.5,"coint_aeg_tstat_trend-ct_autolag-aic_maxlag-10"
"UCLA_CNP","ADHD","SPI_Combo",10,2,53.4,"coint_aeg_tstat_trend-ct_autolag-aic_maxlag-10"
"UCLA_CNP","ADHD","SPI_Combo",10,3,45.5,"phi_star_t-1_norm-0 dtw_constraint-itakura"
"UCLA_CNP","ADHD","SPI_Combo",10,4,50,"bary_dtw_mean"
"UCLA_CNP","ADHD","SPI_Combo",10,5,45.5,"bary_dtw_mean"
"UCLA_CNP","ADHD","SPI_Combo",10,6,50,"coint_aeg_tstat_trend-ct_autolag-aic_maxlag-10"
"UCLA_CNP","ADHD","SPI_Combo",10,7,47.7,"pli_multitaper_max_fs-1_fmin-0_fmax-0-5 psi_multitaper_mean_fs-1_fmin-0_fmax-0-5"
